#n	R_A1 / 1/s
1	11
2	14
3	20
4	9
5	13
6	12
7	17
8	12
9	15
10	12
11	16
12	18
13	9
14	12
15	11
16	15
17	21
18	15
19	16
20	13
21	17
22	13
23	21
24	24
25	15
26	23
27	18
28	9
29	15
30	10
31	15
32	19
33	14
34	10
35	10
36	22
37	12
38	25
39	9
40	13
41	16
42	14
43	14
44	12
45	13
46	13
47	9
48	14
49	12
50	13
51	17
52	14
53	15
54	14
55	18
56	10
57	11
58	16
59	13
60	13
61	18
62	19
63	10
64	15
65	16
66	8
67	10
68	13
69	13
70	16
71	12
72	9
73	15
74	22
75	17
76	8
77	11
78	16
79	13
80	19
81	16
82	17
83	15
84	13
85	20
86	16
87	13
88	16
89	12
90	7
91	14
92	18
93	15
94	18
95	12
96	18
97	18
98	24
99	13
100	17
101	11
