#n	R_A1 / 1/s
1	12
2	17
3	12
4	12
5	16
6	11
7	11
8	11
9	8
10	14
11	7
12	13
13	13
14	6
15	7
16	13
17	15
18	9
19	11
20	10
21	19
22	12
23	16
24	18
25	7
26	16
27	7
28	9
29	17
30	15
31	14
32	11
33	12
34	13
35	5
36	14
37	18
38	6
39	13
40	6
41	12
42	11
43	19
44	8
45	15
46	14
47	16
48	16
49	14
50	7
51	9
52	12
53	6
54	12
55	13
56	14
57	16
58	4
59	13
60	17
61	19
62	20
63	9
64	8
65	10
66	9
67	11
68	9
69	18
70	4
71	7
72	11
73	15
74	9
75	10
76	14
77	15
78	7
79	11
80	7
81	9
82	7
83	14
84	10
85	13
86	14
87	12
88	7
89	13
90	12
91	11
92	10
93	14
94	21
95	19
96	9
97	9
98	19
99	11
100	13
