#exercise 1.1
#yellow LED
#wavelength [nm]
590	0	0
#order	rho1[mm]	rho2[mm]
1	13	12.1
2	12	13.1
3	13.3	11.8
4	11.7	13.4
5	13.5	11.5
6	11.5	13.6
7	13.7	11.4
8	11.3	13.7
9	13.85	11.25
10	11.1	13.9
11	14	11.1
14	10.95	14.1
17	14.3	10.85
21	10.6	14.4
