#n	R_A1 / 1/s
1	31
2	31
3	43
4	33
5	37
6	34
7	32
8	32
9	30
10	29
11	39
12	34
13	37
14	32
15	29
16	28
17	32
18	27
19	43
20	30
21	36
22	34
23	31
24	34
25	30
26	41
27	42
28	39
29	36
30	38
31	27
32	28
33	40
34	43
35	33
36	43
37	35
38	47
39	34
40	24
41	35
42	28
43	42
44	42
45	40
46	31
47	24
48	39
49	39
50	35
51	37
52	31
53	35
54	33
55	30
56	41
57	34
58	39
59	38
60	34
61	45
62	40
63	33
64	37
65	41
66	42
67	41
68	32
69	33
70	37
71	42
72	37
73	49
74	50
75	43
76	35
77	26
78	29
79	36
80	44
81	36
82	35
83	28
84	35
85	42
86	26
87	35
88	40
89	31
90	36
91	28
92	37
93	35
94	32
95	39
96	41
97	46
98	28
99	27
100	34
