2340	-0.813	47.30
2343	-0.807	47.34
2346	-0.800	47.37
2349	-0.794	47.40
2352	-0.787	47.42
2355	-0.781	47.44
2358	-0.774	47.45
2361	-0.768	47.46
2364	-0.761	47.46
2367	-0.755	47.46
2370	-0.749	47.45
2373	-0.743	47.44
2376	-0.736	47.44
2379	-0.729	47.44
2382	-0.723	47.43
2385	-0.717	47.41
2388	-0.710	47.40
2391	-0.704	47.39
2394	-0.697	47.38
2397	-0.690	47.36
2400	-0.684	47.34
2403	-0.678	47.32
2406	-0.671	47.31
2409	-0.665	47.29
2412	-0.658	47.27
2415	-0.652	47.25
2418	-0.645	47.24
2421	-0.639	47.21
2424	-0.633	47.19
2427	-0.627	47.17
2430	-0.620	47.14
2433	-0.613	47.13
2436	-0.607	47.11
2439	-0.601	47.09
2442	-0.594	47.07
2445	-0.587	47.05
2448	-0.581	47.04
2451	-0.574	47.02
2454	-0.568	42.89
2457	-0.562	32.52
2460	-0.555	27.91
2463	-0.549	25.59
2466	-0.542	24.37
2469	-0.535	24.00
2472	-0.529	23.98
2475	-0.522	24.03
2478	-0.516	24.01
2481	-0.509	24.21
2484	-0.503	24.51
2487	-0.497	24.64
2490	-0.490	24.74
2493	-0.484	24.80
2496	-0.477	25.28
2499	-0.471	27.15
2502	-0.464	29.07
2505	-0.458	30.79
2508	-0.452	32.01
2511	-0.445	32.61
2514	-0.439	33.08
2517	-0.433	33.44
2520	-0.426	33.62
2523	-0.419	33.77
2526	-0.413	33.89
2529	-0.406	33.97
2532	-0.400	34.08
2535	-0.394	34.05
2538	-0.387	34.09
2541	-0.381	34.27
2544	-0.374	34.22
2547	-0.368	34.26
2550	-0.362	34.47
2553	-0.356	34.44
2556	-0.349	34.27
2559	-0.343	34.14
2562	-0.336	34.21
2565	-0.330	34.10
2568	-0.323	34.28
2571	-0.317	34.27
2574	-0.310	34.17
2577	-0.304	34.16
2580	-0.298	34.29
2583	-0.291	34.25
2586	-0.285	34.11
2589	-0.279	34.09
2592	-0.273	34.14
2595	-0.266	34.10
2598	-0.260	34.05
2601	-0.254	34.05
2604	-0.248	34.02
2607	-0.242	33.98
2610	-0.235	33.97
2613	-0.229	33.93
2616	-0.222	33.93
2619	-0.216	33.95
2622	-0.209	33.94
2625	-0.203	33.90
2628	-0.197	33.86
2631	-0.191	33.86
2634	-0.185	33.89
2637	-0.178	33.88
2640	-0.172	33.85
2643	-0.166	33.81
2646	-0.159	33.81
2649	-0.153	33.83
2652	-0.146	33.83
2655	-0.140	33.80
2658	-0.134	33.76
2661	-0.128	33.75
2664	-0.121	33.77
2667	-0.115	33.78
2670	-0.109	33.73
2673	-0.103	33.69
2676	-0.097	33.67
2679	-0.090	33.69
