#n	R_A1 / 1/s
1	99
2	95
3	96
4	81
5	79
6	77
7	96
8	92
9	86
10	95
11	84
12	95
13	85
14	101
15	87
16	87
17	92
18	82
19	90
20	82
21	74
22	93
23	91
24	97
25	95
26	86
27	86
28	74
29	78
30	84
31	89
32	90
33	74
34	95
35	83
36	82
37	78
38	81
39	79
40	79
41	82
42	78
43	88
44	99
45	97
46	88
47	86
48	81
49	93
50	96
51	84
52	95
53	98
54	78
55	71
56	100
57	86
58	90
59	87
60	86
61	75
62	91
63	90
64	98
65	95
66	90
67	81
68	88
69	106
70	101
71	85
72	83
73	86
74	88
75	101
76	82
77	71
78	85
79	86
80	83
81	91
82	89
83	89
84	80
85	92
86	85
87	89
88	76
89	86
90	98
91	91
92	88
93	64
94	75
95	87
96	100
97	103
98	78
99	90
100	85
