#n	R_A1 / 1/s
1	68
2	82
3	67
4	53
5	71
6	63
7	72
8	75
9	64
10	76
11	74
12	67
13	68
14	66
15	66
16	77
17	61
18	70
19	79
20	68
21	74
22	72
23	54
24	74
25	79
26	59
27	66
28	60
29	75
30	79
31	85
32	66
33	57
34	62
35	80
36	67
37	70
38	71
39	90
40	72
41	64
42	69
43	68
44	67
45	65
46	72
47	51
48	73
49	66
50	65
51	97
52	71
53	68
54	52
55	62
56	72
57	62
58	77
59	56
60	68
61	63
62	78
63	66
64	79
65	59
66	56
67	79
68	61
69	65
70	61
71	69
72	69
73	77
74	83
75	71
76	67
77	66
78	78
79	66
80	84
81	72
82	79
83	87
84	66
85	85
86	68
87	64
88	74
89	57
90	64
91	65
92	78
93	81
94	79
95	69
96	58
97	74
98	75
99	86
100	73
