#Tim, 0.2mm Slot, min
#d[m], d_max1[mm], d_max2[mm]...
2.175	16	32	47	62	79	94	110	125	133
2.175	16	32	48	62	79	94	110	125	133
2.175	16	32	47	63	79	94	110	116	135
1.48	11	21	31	42	52	62	73	84	94
2.45	18	36	54	71	89	106	124	142	160
