#Helmut, 0.3mm Slot, min
#d[m], d_max1[mm], d_max2[mm]...
2.45	13	26	37	50	62	73	85	96	108
2.25	11	22	33	44	55	67	78	90	100
2.05	11	21	32	41	51	61	72	82	92
1.85	10	19	28	36	45	55	64	72	82
1.65	9	17	25	33	40	49	56	64	72
