#Adolf, double slit, max
#d[m], d_max1[mm], d_max2[mm]...
2.05	10	20	31	50	60	71	82	101
2.25	10	22	33	45	67	77	90	110
2.45	11	25	38	50	60	72	86	98
1.85	8	19	27	39	50	59	69	82
1.65	8	16	25	33	41	49	57	66

##TODO: some rows appear to jump, because I missed an order
